文本,文本1
　　（79）对在重要湿地保护范围内捡拾动物卵的处罚。
　　（80）对擅自移动或破坏自然保护区界标、擅自进入自然保护区或不服从管理、不向自然保护区管理机构提交活动成果副本的处罚。
　　（81）对非法在自然保护区进行砍伐、放牧、狩猎、捕捞、采药、烧荒等活动，造成自然保护区破坏的处罚。
　　（82）对拒绝自然保护区行政主管部门监督检查或者在被检查时弄虚作假的处罚。
　　（83）对在风景名胜区内进行开山、采石等破坏景观、植被、地形地貌的活动的处罚。
　　（84）对个人在风景名胜区内进行开荒、修坟立碑等破坏景观、植被、地形地貌的活动的处罚。
　　（85）对在景物、设施上刻划、涂污或者在风景名胜区内乱扔垃圾的处罚。
　　（86）对擅自进行影响风景名胜区生态和景观活动的处罚。
　　（87）对开矿、修路、筑坝、建设之外的施工行为造成周围景物、水体、林草植被、野生动物资源和地形地貌破坏的处罚。
　　（88）对未经黄山风景名胜区管委会批准野外用火，或者森林高火险期内野外用火的处罚。
　　（89）对违规调运松科植物及其制品进入黄山风景名胜区的处罚。
　　（90）对经营单位和个人未按规定的地点经营的处罚。
　　（91）对不遵守黄山、九华山风景名胜区游览秩序和安全制度，或者擅自进入未开发开放区域进行游览活动，擅自进行探险、攀岩等影响景区资源安全和人身安全的活动的处罚。
　　（92）对养护不善致使古树名木损伤且拒不采取救治措施的处罚。
　　（93）对砍伐或者擅自移植古树名木的处罚。
　　（94）对刻划、钉钉、攀树、折枝、悬挂物品或者以古树名木为支撑物等三类行为及三类行为导致古树名木死亡的处罚。
　　（95）对古树名木保护方案未经批准，建设单位擅自开工建设的处罚。
　　（96）对擅自处理未经林业行政主管部门确认死亡的古树名木的处罚。
　　（97）对擅自使用森林公园名称从事经营活动的处罚。
　　（98）对未按照批准的森林公园总体规划进行建设造成森林资源破坏的处罚。
　　（99）对在施工中未采取保护措施造成景观植被、山体和水体破坏的处罚。
　　（100）对采伐、损毁和擅自移植森林公园内古树名木的处罚。
　　（101）对在森林公园内的林木、公共设施上涂写、刻划和擅自采挖花草、林木、种籽和药材的处罚。
　　（102）对未在危险地段和游客可能遭受伤害的区域设置安全保护设施或者警示标识的处罚。
　　（103）检举法律法规规定的其他应当给予行政处罚的涉林问题。。
　　2.法定处理途径：按照有关法律法规，依法给予行政处罚。
　　3.主要法律法规政策依据：《中华人民共和国森林法》《中华人民共和国草原法》《中华人民共和国野生动物保护法》《中华人民共和国种子法》《中华人民共和国湿地保护法》《中华人民共和国行政许可法》《中华人民共和国行政处罚法》《植物检疫条例》《森林防火条例》《森林病虫害防治条例》《中华人民共和国陆生野生动物保护实施条例》《中华人民共和国自然保护区条例》《风景名胜区条例》《中华人民共和国野生植物保护条例》《中华人民共和国植物新品种保护条例》《中华人民共和国森林法实施条例》《退耕还林条例》《濒危野生植物进出口管理条例》《森林和野生动物类型自然保护区管理办法》《林木良种推广使用管理办法》《林木种子质量管理办法》《黄山风景名胜区管理条例》《九华山风景名胜区管理条例》《安徽省实施〈中华人民共和国森林法〉办法》《安徽省实施〈中华人民共和国野生动物保护法〉办法》《安徽省林业有害生物防治条例》《安徽省湿地保护条例》《安徽省林木种子条例》《安徽省林地保护管理条例》《安徽省林权管理条例》《安徽省古树名木保护条例》《安徽省森林公园管理条例》《林木林地权属争议处理办法》等。
　　（三）立案侦查
　　1.主要控告举报：
　　（1）检举破坏森林、草原资源违法行为已达到刑事立案标准的问题。
　　（2）检举破坏野生动物资源违法行为已达到刑事立案标准的问题。
　　（3）检举其他应当立案侦查的涉林涉草违法犯罪行为的问题。
　　2.法定处理途径：由公安机关立案侦查。
　　3.主要法律法规政策依据：《中华人民共和国刑法》《中华人民共和国刑法修正案》《中华人民共和国刑事诉讼法》《中华人民共和国森林法》《中华人民共和国草原法》《中华人民共和国野生动物保护法》《中华人民共和国种子法》《最高人民法院关于审理破坏森林资源刑事案件适用法律若干问题的解释》（法释〔2023〕8号）《最高人民法院、最高人民检察院关于办理破坏野生动物资源刑事案件适用法律若干问题的解释》（法释〔2022〕12号）《最高人民法院关于审理破坏草原资源刑事案件应用法律若干问题的解释》（法释〔2012〕15号）《国家林业局 公安部关于森林和陆生野生动物刑事案件管辖及立案标准》《全国人民代表大会常务委员会关于〈中华人民共和国刑法〉第二百二十八条、第三百四十二条、第四百一十条的解释》《全国人民代表大会常务委员会关于〈中华人民共和国刑法〉第三百四十一条、第三百一十二条的解释》等。
　　三、处理信息公开类问题的法定途径
　　政府信息公开是指行政机关应公民、法人或其他组织的申请，依法公开由其在履职过程中制定或者获取的，以一定形式记录、保存的信息。
　　（一）公民、法人或其他组织申请公开的政府信息，属于林业信息公开范围的，应按照《政府信息公开条例》规定，向林业主管部门信息公开工作机构提出。
　　（二）公民、法人或者其他组织认为行政机关未按照要求主动公开政府信息或者对政府信息公开申请不依法答复处理的，可以向政府信息公开工作主管部门提出。
　　（三）公民、法人或者其他组织认为行政机关在政府信息公开工作中侵犯其合法权益的，可以依照《中华人民共和国行政复议法》申请行政复议。
　　申请人申请政府信息公开，行政机关不予公开的，申请人应当先向行政复议机关申请行政复议，对行政复议决定不服的，可以再依法向人民法院提起行政诉讼。


        "
中共绍兴市越城区纪律检查委员会、中共绍兴市越城区委、绍兴市越城区人民政府信访局、绍兴市越城区司法局、绍兴市越城区农业农村和水利局关于印发《绍兴市越城区关于开展村(社)合法性审查的工作指导方案(试行)》的通知,"中共绍兴市越城区纪律检查委员会、中共绍兴市越城区委、绍兴市越城区人民政府信访局、绍兴市越城区司法局、绍兴市越城区农业农村和水利局关于印发《绍兴市越城区关于开展村(社)合法性审查的工作指导方案(试行)》的通知










各镇人民政府、街道办事处，区级有关部门（单位）：




　　为全面提升村（社）法律顾问服务质效，完善基层公共法律服务体系，加强法治乡村建设，完善自治、法治、德治相结合的乡村治理体系，提高村（社）法治建设能力，以法治手段促进新时代“千万工程""，推进乡村全面振兴提供坚实法治保障，根据《浙江省县乡合法性审查质效提升改革工作实施方案》《绍兴市越城区乡镇（街道）合法性审查质效提升工作实施意见》文件精神，结合我区实际，制定本工作方案。




　　一、总体要求




　　以习近平新时代中国特色社会主义思想为指导，深入学习党的二十大和二十届二中、三中全会精神，贯彻落实习近平法治思想，坚持和发展新时代“枫桥经验""，依托镇街合法性审查质效改革，立足问题导向、目标导向、效果导向，推动更多法治力量向前端和疏导端用力，推动法治力量向村（社）延伸，解决村（社）重大涉法事项“有人审""“遵章审""的问题，提高村（社）干部运用法治思维和法治方式的能力，规范村（社）决策行为，提升依法治理能力和水平，保障群众合法权益，维护社会和谐稳定，创新基层社会治理，形成可复制可推广的实践和制度成果。




　　二、试点对象




　　经研究，以下 36 个行政村、居、社区为我区村（社）合法性审查工作试点范围：




　　塔山街道：罗门社区、罗北社区、鲁迅故里社区




　　府山街道：府山社区、团结社区、铁甲营社区




　　北海街道：越西社区、西湖社区、快阁苑社区




　　稽山街道：浪港社区、大众社区、森海社区




　　城南街道：翠苑社区、蔡家江村、秦望社区




　　迪荡街道：洞桥社区、都泗社区、五市门社区




　　东湖街道：高平村、香山居、白莲岙居




　　灵芝街道：梅山社区、大树江社区




　　东浦街道：邵家村、黄酒小镇社区、高桥社区




　　鉴湖街道：坡塘村、王家葑村




　　皋埠街道：东龙山村、银兴社区




　　陶堰街道：南湖村、邵家溇村、浔阳村




　　富 盛 镇：乌石村、上旺村、辂山村




　　三、重点任务




　　（一）建立村（社）法治助理员管理制度。本工作方案所称村（社）法治助理员，是指村（居）委员会聘任的村居法律顾问，主要负责对村（社）重大涉法事项以及村（社）认为需要进行合法性审查事项开展合法性审查，协助建立健全审查事项档案、案卷管理制度，并处理村（社）确定的其他关于法治审查方面的事项。




　　（二）指导编制重点审查目录清单。村（社）根据实际工作需要，可以把包括但不限于章程、重要规划、重大决策事项、采购事项、工程事项、经济合同以及“三资""管理等事项纳入村（社）重点合法性审查事项目录清单（可参照附件 3），各镇街可以参照附件 3 指导村（社）编制符合本村（社）重点合法性审查事项目录清单。村（社）法治助理员主要审查目录清单中事项的权限、程序、内容是否与法律、法规、规章和上级政策文件相抵触，是否符合群众利益、村集体利益，所涉及的资金、价格是否在公平合理范围内等。其中合同协议需进一步审查条款是否完备详尽且权利义务对等及是否含有限制或排除公平竞争等内容。以上审查意见需书面反馈并逐条列明，并根据审查事项的不同情形出具审查结论（参照附件 5）




　　（三）健全完善审查流程机制。一是建立全闭环流程。建立“由村（社）发起——法治助理员合法性审查反馈——村（社）接受讨论——村（社）录入“乡镇合法性审查""小程序的全闭环流程。二是明确审查程序。各村（社）在研究作出决定前，由村（社）将相关审查资料及《XX 村（社）合法性审查事项登记表》（附件 4）一并报送村（社）法治助理员，村（社）法治助理员应以自己的名义出具合法性审查意见。各村（社）应当对合法性审查意见及时研究、处理。三是完善审查备案。各村（社）要确定一名班子成员具体负责合法性审查工作，对接和联络村（社）法治助理员，主要负责合法性审查工作和程序性监督把关。村（社）法治助理员审查村（社）合法性审查事项后，及时提醒村（社）联络人将资料录入浙政钉的“乡镇合法性审查""小程序，向区司法局进行备案。




　　四、工作要求




　　建立全区村（社）合法性审查试点工作组（附件 1），明确责任分工、加强协作配合，确保全区村（社）合法性审查全覆盖工作落实到位。区委依法治区办要将开展情况纳入法治越城建设考评体系，作为法治督察内容。区委组织部、区人力社保局、区财政局、区司法局等要加强对村（社）合法性审查工作的支持保障，加大政府购买法律服务力度，指导配强合法性审查人员力量。区委社会工作部、区农水局、区公管办要加强监督指导，及时研究解决工作中的重要问题。区纪委区监委督促镇（街道）纪（工）委及时处置工作中出现的违规违纪违法问题。区司法局要加强业务指导。镇街党政主要负责人要认真履行推进法治建设第一责任人职责，镇街党政办（合法性审查机构）要加强对村（社）合法性审查工作的统筹协调、指导监督以及成效评估。各村（社）应严格落实村（社）合法性审查工作的各项要求，以代表会议等形式讨论通过本村（社）重点合法性审查事项目录清单，村（社）主要负责人作为村（社）合法性审查工作的第一责任人，全面推动村（社）合法性审查工作。










中共绍兴市越城区纪律检查委员会




中共绍兴市越城区委绍兴市越城区人民政府信访局




绍兴市越城区司法局




绍兴市越城区农业农村和水利局




2024年9月4日


"
山东省信访局关于省政协十三届二次会议第13020975号提案(关于改进信访工作方式打造山东特色枫桥经验的建议)的答复,"山东省信访局关于省政协十三届二次会议第13020975号提案(关于改进信访工作方式打造山东特色枫桥经验的建议)的答复










　　《关于改进信访工作方式，打造山东特色枫桥经验的建议》收悉。现结合省信访局职能，就已开展工作和下步打算答复如下。




　　一、深入贯彻实施《信访工作条例》，全面推进信访工作法治化。省信访局认真落实中央决策部署和省委、省政府工作安排，深入实施《信访工作条例》，先后制定《全面推进信访工作法治化工作指引》等文件，出台解决“四应四不""（应受理而不受理、应办理而不办理、应追责而不追责、应查处而不查处）问题政策包，将提案所提建议转化为推进预防法治化、受理法治化、办理法治化、监督追责法治化、维护秩序法治化的具体措施。




　　二、加强信访业务规范化建设，着力提升信访事项受理办理质效。一是厘清受理界限。坚决纠正信访部门转送交办不精准等突出问题，确保符合条件的信访事项及时受理；同时，对已经受理或者正在办理、越级走访等事项，及时出具不予受理告知书，做好政策解释工作，引导信访人依法有序表达诉求。二是落实诉访分离。对属于审判机关、检察机关管辖，已经、正在和应当通过审判机关诉讼程序或者检察机关法律监督程序处理的事项，各级信访部门不予受理，引导信访人通过法定途径和程序反映问题。三是加强业务培训。组织编写信访工作法治化实务手册，制定登记受理、分类办理、调解和解等具体操作指引。先后组织4次全省信访系统法治化培训会，有力提升一线信访干部依法规范工作行为的能力水平。四是开展业务评查。每月对信访业务规范化情况进行抽查评分，每季度开展交叉评查，及时发现问题、查找短板、总结提升。




　　三、积极引入第三方力量参与，综合施策推动信访矛盾多元化解。一是搭建访调对接平台。依托各级“一站式""矛盾纠纷调解中心建设，建立健全“联合接访+访调对接+多元化解""工作机制，对符合条件的信访事项实行调解优先、能调尽调。二是搭建律师参与平台。指导各级信访部门选聘法律顾问，在来访接待场所设立律师值班室或者服务专窗，组织律师参与接待群众来访、处理疑难复杂信访事项。三是搭建信访听证平台。组建省市县三级信访听证员库，选聘“两代表一委员""、律师、专家学者、基层干部、调解专家等担任听证员，通过公开听证方式，为信访群众找理、为责任单位找路、为解决问题找法。四是搭建会审评议平台。为破解信访积案终而不结问题，建立备案退出制度，对经过行政三级办理的信访事项，组织专家会审评议，认定合理诉求解决到位的，退出信访处理程序。为做好相关工作，组建省级会审评议团，由省人大代表、政协委员、法律工作者、专家学者等280人组成。每次会审评议抽选9至11名会审评议团成员参加，确保结论的专业权威性和社会公信力。




　　四、大力推进信访信息化建设，以信息化手段提升信访治理效能。一是打造网上信访主渠道。加大网上信访渠道宣传推广力度，引导信访群众“多上网、少走访""。完善和落实首接首办、接诉即办、直转快办、跟踪督办、会商联办“五办""机制，以办理时效与化解质效双提升增强网上信访吸附能力。二是推进信访信息系统全覆盖。与专业公司共建信访数智化联合创新实验室，对信访信息系统进行优化升级，新上线47种法治化文书模板。申报信访信息系统法治化流程再造项目，重构受理办理、复查复核、数据分析、智能辅助等六大系统，实现业务流程标准化、办理过程透明化、督促提醒智能化。三是深度开发信访大数据。用好用足信访工作“晴雨表""功能，做实信访形势分析研判工作，坚持综合研判与专题研判相结合、定期研判与节点研判相结合，准确把握信访形势新动向新情况、群众诉求新变化新表现、风险隐患新特点新趋势，为党委和政府掌握社情民意、科学民主决策、防范化解风险提供参考。




　　五、统筹监督追责与维护秩序法治化，推动信访工作行为与群众信访行为双向规范。一方面，加强信访工作监督追责。制定信访部门履行提出“三项建议""职责的实施细则等文件，细化信访工作失职失责的主要表现、“造成不良影响或者严重后果""的具体情形、尽职免责的适用范围，加强与纪检监察、巡视巡察、干部监督等单位的沟通衔接和信息共享，针对工作中发现的不履行或者不正确履行信访工作职责造成不良影响或者严重后果的情况，及时向有管理权限的机关单位提出追究责任建议。另一方面，加强依法依规信访宣传引导。编发依法信访宣传手册，在各级信访接待场所常态化开展信访法规政策和信访法治化“路线图""宣传，各级信访干部在接待群众来访时，把宣讲信访法规政策、告知权利义务作为必经环节，讲清楚受理办理的程序、讲清楚依法信访的规定、讲清楚违法信访的后果，让信访人明白既有依法反映诉求的权利，也有遵守法律法规、服从依法处理结果的义务，树立正确导向。推行信访违规行为劝阻、批评、教育告知书制度，推动政法机关依法处置信访违法行为。




　　下一步，省信访局将结合推进信访工作法治化和信访问题源头治理三年攻坚行动，坚持和完善相关制度机制，逐步探索异地审查等措施，统筹推进减存量、控增量、防变量、提质量，积极打造山东信访版“枫桥经验""，推进信访工作高质量发展，更好维护群众合法权益、促进社会和谐稳定。




　　




2024年9月4日


"
安徽省信访局党组关于初凯旋等同志转正定级的通知,"安徽省信访局党组关于初凯旋等同志转正定级的通知




皖信组〔2024〕37号










各处室，网信中心：




　　根据《新录用公务员任职定级规定》等有关规定和工作需要，经研究决定：




　　初凯旋同志任办公室一级科员，任职时间从2024年7月7日起计算；




　　吴海琴同志任办信处三级主任科员，任职时间从2024年7月5日起计算；




　　夏阳同志任综合指导处三级主任科员，任职时间从2024年7月5日起计算；




　　赵可同志任机关党委（人事处）一级科员，任职时间从2024年8月1日起计算。




　　特此通知。
















省信访局党组




2024年8月13日


"
昆明市信访局2024年8月局长接待日通告,"昆明市信访局2024年8月局长接待日通告










现将昆明市信访局局长接待日2024年8月接待活动有关事项通告如下：




　　接访领导：市信访局局长　杨洪坤




　　接访时间：8月10日（星期六）




　　上　午：09:00　-　12:00




　　下　午：13:30　-　17:00




　　接访地点：昆明市呈贡新区锦绣大街市级行政中心1号楼1楼（南侧）市信访局接待大厅




　　咨询电话：63168287




　　特此通告。




昆明市信访局




2024年8月9日


"
"内蒙古自治区林业和草原局关于印发《内蒙古自治区林业和草原局依法分类处理信访诉求清单》的通知
